FIPS,county_name,wtd_den,pop_den,population
50009,"Essex County, Vermont",23,9,6173
46045,"Edmunds County, South Dakota",23,4,4000
29035,"Carter County, Missouri",23,12,6249
1063,"Greene County, Alabama",23,13,8587
21201,"Robertson County, Kentucky",22,22,2191
19071,"Fremont County, Iowa",22,14,7019
1129,"Washington County, Alabama",22,16,16909
26083,"Keweenaw County, Michigan",22,4,2195
1085,"Lowndes County, Alabama",22,15,10565
20197,"Wabaunsee County, Kansas",21,9,6960
8009,"Baca County, Colorado",21,1,3648
13263,"Talbot County, Georgia",21,16,6373
30055,"McCone County, Montana",20,1,1678
51021,"Bland County, Virginia",20,18,6612
31087,"Hitchcock County, Nebraska",20,4,2866
51045,"Craig County, Virginia",20,16,5195
38063,"Nelson County, North Dakota",20,3,3032
38043,"Kidder County, North Dakota",19,2,2419
32029,"Storey County, Nevada",19,15,3941
5025,"Cleveland County, Arkansas",19,14,8421
29153,"Ozark County, Missouri",19,13,9450
1023,"Choctaw County, Alabama",19,15,13287
55037,"Florence County, Wisconsin",19,9,4474
30091,"Sheridan County, Montana",19,2,3645
20049,"Elk County, Kansas",18,4,2635
37095,"Hyde County, North Carolina",18,9,5629
20105,"Lincoln County, Kansas",18,4,3134
31107,"Knox County, Nebraska",18,8,8551
48109,"Culberson County, Texas",16,1,2259
5013,"Calhoun County, Arkansas",16,8,5210
46071,"Jackson County, South Dakota",16,2,3268
22107,"Tensas Parish, Louisiana",16,8,4793
13259,"Stewart County, Georgia",16,13,5791
15005,"Kalawao County, Hawaii",15,8,91
46053,"Gregory County, South Dakota",15,4,4217
16029,"Caribou County, Idaho",15,4,6813
38075,"Renville County, North Dakota",15,3,2573
46057,"Hamlin County, South Dakota",15,12,5995
13239,"Quitman County, Georgia",14,14,2095
46009,"Bon Homme County, South Dakota",14,12,7001
5101,"Newton County, Arkansas",14,10,7988
27081,"Lincoln County, Minnesota",14,11,5793
16085,"Valley County, Idaho",14,3,9897
46077,"Kingsbury County, South Dakota",14,6,5070
20153,"Rawlins County, Kansas",14,2,2557
8061,"Kiowa County, Colorado",14,1,1465
30019,"Daniels County, Montana",14,1,1787
51017,"Bath County, Virginia",13,9,4558
13307,"Webster County, Georgia",13,13,2672
8023,"Costilla County, Colorado",13,3,3590
27125,"Red Lake County, Minnesota",12,9,4042
17151,"Pope County, Illinois",12,12,4255
54075,"Pocahontas County, West Virginia",12,9,8620
31083,"Harlan County, Nebraska",12,6,3465
13007,"Baker County, Georgia",12,10,3250
41023,"Grant County, Oregon",12,2,7227
46003,"Aurora County, South Dakota",12,4,2732
20141,"Osborne County, Kansas",11,4,3746
2240,"Southeast Fairbanks Census Area, Alaska",11,0,6970
46049,"Faulk County, South Dakota",11,2,2354
29179,"Reynolds County, Missouri",11,8,6530
8027,"Custer County, Colorado",11,6,4375
29129,"Mercer County, Missouri",11,8,3702
13265,"Taliaferro County, Georgia",10,10,1904
46055,"Haakon County, South Dakota",10,1,2073
8091,"Ouray County, Colorado",10,9,4651
32021,"Mineral County, Nevada",9,1,4519
6091,"Sierra County, California",9,3,2931
51091,"Highland County, Virginia",9,5,2230
20135,"Ness County, Kansas",9,3,3047
20089,"Jewell County, Kansas",9,3,3003
53019,"Ferry County, Washington",9,3,7639
46061,"Hanson County, South Dakota",8,8,3390
31063,"Frontier County, Nebraska",8,3,2599
31069,"Garden County, Nebraska",8,1,1930
20199,"Wallace County, Kansas",8,2,1584
38041,"Hettinger County, North Dakota",8,2,2639
38039,"Griggs County, North Dakota",8,3,2311
46017,"Buffalo County, South Dakota",7,4,2052
31073,"Gosper County, Nebraska",6,4,1977
16063,"Lincoln County, Idaho",6,4,5292
16015,"Boise County, Idaho",6,4,6891
40045,"Ellis County, Oklahoma",6,3,4123
35033,"Mora County, New Mexico",6,2,4598
31049,"Deuel County, Nebraska",5,4,1932
31061,"Franklin County, Nebraska",5,5,3076
48295,"Lipscomb County, Texas",5,4,3507
40053,"Grant County, Oklahoma",5,4,4497
49031,"Piute County, Utah",5,2,1859
36041,"Hamilton County, New York",5,3,4697
38023,"Divide County, North Dakota",4,2,2369
46031,"Corson County, South Dakota",4,2,4170
31077,"Greeley County, Nebraska",4,4,2447
27077,"Lake of the Woods County, Minnesota",4,3,3901
46085,"Lyman County, South Dakota",4,2,3855
2016,"Aleutians West Census Area, Alaska",4,1,5714
30061,"Mineral County, Montana",4,3,4223
40129,"Roger Mills County, Oklahoma",4,3,3732
40059,"Harper County, Oklahoma",4,4,3785
31015,"Boyd County, Nebraska",4,4,2006
38049,"McHenry County, North Dakota",4,3,5912
38095,"Towner County, North Dakota",4,2,2292
16023,"Butte County, Idaho",3,1,2592
28055,"Issaquena County, Mississippi",3,3,1352
49055,"Wayne County, Utah",3,1,2716
6003,"Alpine County, California",3,2,1184
38091,"Steele County, North Dakota",3,3,1969
16003,"Adams County, Idaho",3,3,3865
31017,"Brown County, Nebraska",3,2,3022
30059,"Meagher County, Montana",3,1,1960
30075,"Powder River County, Montana",3,0,1648
20075,"Hamilton County, Kansas",3,3,2567
38047,"Logan County, North Dakota",3,2,1939
20101,"Lane County, Kansas",3,2,1687
38065,"Oliver County, North Dakota",2,2,1768
49033,"Rich County, Utah",2,2,2284
2060,"Bristol Bay Borough, Alaska",2,2,942
2230,"Skagway Municipality, Alaska",2,2,1014
56035,"Sublette County, Wyoming",2,2,10032
20083,"Hodgeman County, Kansas",2,2,1919
20025,"Clark County, Kansas",2,2,2131
38025,"Dunn County, North Dakota",2,2,4284
41055,"Sherman County, Oregon",2,2,1705
46021,"Campbell County, South Dakota",2,2,1553
38013,"Burke County, North Dakota",2,2,2239
38033,"Golden Valley County, North Dakota",2,2,1895
2105,"Hoonah-Angoon Census Area, Alaska",2,0,2107
48155,"Foard County, Texas",2,2,1320
48045,"Briscoe County, Texas",2,2,1672
41021,"Gilliam County, Oregon",2,2,1913
38037,"Grant County, North Dakota",2,1,2369
30051,"Liberty County, Montana",2,2,2292
46095,"Mellette County, South Dakota",2,2,2083
30107,"Wheatland County, Montana",2,1,2109
48173,"Glasscock County, Texas",2,1,1253
31113,"Logan County, Nebraska",1,1,830
46137,"Ziebach County, South Dakota",1,1,2818
38083,"Sheridan County, North Dakota",1,1,1395
8111,"San Juan County, Colorado",1,1,552
31085,"Hayes County, Nebraska",1,1,1013
31183,"Wheeler County, Nebraska",1,1,805
35003,"Catron County, New Mexico",1,1,3547
48431,"Sterling County, Texas",1,1,1233
30109,"Wibaux County, Montana",1,1,1143
2013,"Aleutians East Borough, Alaska",1,0,3299
30045,"Judith Basin County, Montana",1,1,1981
8017,"Cheyenne County, Colorado",1,1,2071
16037,"Custer County, Idaho",1,1,4185
49009,"Daggett County, Utah",1,1,751
31007,"Banner County, Nebraska",1,1,793
32017,"Lincoln County, Nevada",1,0,5155
48393,"Roberts County, Texas",1,1,939
31115,"Loup County, Nebraska",1,1,542
31103,"Keya Paha County, Nebraska",1,1,736
31171,"Thomas County, Nebraska",1,1,675
31091,"Hooker County, Nebraska",1,1,669
8079,"Mineral County, Colorado",1,1,793
16025,"Camas County, Idaho",1,1,968
41069,"Wheeler County, Oregon",1,1,1369
48229,"Hudspeth County, Texas",1,1,3481
30103,"Treasure County, Montana",1,1,846
31075,"Grant County, Nebraska",1,1,647
31009,"Blaine County, Nebraska",1,1,580
38007,"Billings County, North Dakota",1,1,936
30079,"Prairie County, Montana",1,1,1414
46075,"Jones County, South Dakota",1,1,767
48033,"Borden County, Texas",1,1,698
8053,"Hinsdale County, Colorado",1,1,856
48261,"Kenedy County, Texas",1,0,558
48263,"Kent County, Texas",1,1,667
30011,"Carter County, Montana",1,0,1295
31165,"Sioux County, Nebraska",1,1,1274
30037,"Golden Valley County, Montana",1,1,730
31005,"Arthur County, Nebraska",1,1,437
2158,"Kusilvak Census Area, Alaska",1,0,7993
48311,"McMullen County, Texas",1,1,671
38087,"Slope County, North Dakota",1,1,665
16033,"Clark County, Idaho",1,1,960
31117,"McPherson County, Nebraska",0,0,425
46063,"Harding County, South Dakota",0,0,1277
32011,"Eureka County, Nevada",0,0,1730
48443,"Terrell County, Texas",0,0,778
32009,"Esmeralda County, Nevada",0,0,1069
48269,"King County, Texas",0,0,274
30069,"Petroleum County, Montana",0,0,445
35021,"Harding County, New Mexico",0,0,565
30033,"Garfield County, Montana",0,0,1061
2068,"Denali Borough, Alaska",0,0,2125
48301,"Loving County, Texas",0,0,76
2282,"Yakutat City and Borough, Alaska",0,0,646
2290,"Yukon-Koyukuk Census Area, Alaska",0,0,5600
2164,"Lake and Peninsula Borough, Alaska",0,0,1411
